                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                 1.5131,                 1.4302,                 1.4814,                0.47487,                0.54268,                0.46392,                  0.202,                 2.2333,                 2.4811,                 2.1062,              0.0005744,              0.0005744,              0.0005744
                    146,                 1.4612,                 1.3006,                 1.4452,                 0.5077,                0.46667,                0.44388,                0.19991,                 2.2548,                 2.6902,                 2.1878,              0.0005645,              0.0005645,              0.0005645
                    147,                 1.4678,                 1.3196,                 1.4721,                 0.5663,                0.51111,                0.40312,                0.20764,                 2.3812,                 2.5229,                 2.1816,              0.0005546,              0.0005546,              0.0005546
                    148,                 1.4622,                 1.3393,                 1.4614,                0.54211,                0.53333,                 0.4016,                0.17843,                  2.318,                  2.513,                 2.1868,              0.0005447,              0.0005447,              0.0005447
                    149,                 1.5001,                 1.3361,                 1.4947,                0.55471,                0.55556,                0.43276,                0.19802,                 2.4187,                 2.6434,                 2.2734,              0.0005348,              0.0005348,              0.0005348
                    150,                 1.3972,                 1.2587,                 1.4279,                0.60569,                0.61455,                0.46703,                0.19477,                 2.2781,                 2.5075,                 2.1693,              0.0005249,              0.0005249,              0.0005249
                    151,                 1.4366,                  1.306,                 1.4366,                0.53856,                0.46686,                0.42053,                0.18233,                 2.2927,                 2.5846,                 2.2938,               0.000515,               0.000515,               0.000515
                    152,                 1.4354,                 1.2687,                 1.4613,                0.50434,                0.56539,                0.43855,                0.19552,                  2.286,                 2.6299,                 2.3352,              0.0005051,              0.0005051,              0.0005051
                    153,                 1.4268,                 1.2865,                 1.5014,                0.62061,                0.55556,                0.48266,                0.19545,                 2.3249,                 2.5329,                  2.393,              0.0004952,              0.0004952,              0.0004952
                    154,                 1.4316,                 1.3047,                 1.4953,                0.67761,                0.51111,                0.48781,                0.20493,                 2.2514,                 2.5581,                 2.2121,              0.0004853,              0.0004853,              0.0004853
                    155,                 1.3553,                 1.2448,                  1.446,                0.58924,                0.55556,                0.43708,                0.20601,                 2.2544,                 2.6677,                 2.2534,              0.0004754,              0.0004754,              0.0004754
                    156,                 1.4672,                  1.394,                 1.4543,                0.59246,                0.44444,                0.44161,                0.19455,                 2.2483,                 2.6379,                 2.1319,              0.0004655,              0.0004655,              0.0004655
                    157,                 1.3822,                  1.267,                 1.4526,                0.58021,                0.48889,                0.45117,                0.19032,                 2.2854,                 2.4186,                 2.0851,              0.0004556,              0.0004556,              0.0004556
                    158,                 1.4166,                 1.2571,                  1.448,                0.59853,                 0.4971,                0.45884,                0.19298,                 2.3084,                 2.5865,                 2.1518,              0.0004457,              0.0004457,              0.0004457
                    159,                 1.4514,                 1.3423,                 1.5207,                0.61722,                0.48889,                0.48531,                0.20432,                 2.2161,                 2.6932,                 2.0607,              0.0004358,              0.0004358,              0.0004358
                    160,                 1.3716,                 1.2319,                 1.4205,                0.51607,                0.59255,                0.45954,                0.20601,                 2.1256,                 2.5831,                 2.0359,              0.0004259,              0.0004259,              0.0004259
                    161,                 1.3755,                 1.2902,                 1.4364,                0.62044,                 0.5086,                0.45524,                0.20506,                 2.2758,                 2.5868,                 2.2692,               0.000416,               0.000416,               0.000416
                    162,                 1.4447,                 1.3389,                 1.5337,                0.60516,                0.51089,                0.45505,                0.19613,                 2.2205,                 2.8033,                 2.2134,              0.0004061,              0.0004061,              0.0004061
                    163,                 1.4273,                 1.2925,                 1.4558,                0.58416,                    0.6,                0.49079,                0.19988,                 2.3868,                 2.8284,                 2.3021,              0.0003962,              0.0003962,              0.0003962
                    164,                 1.3384,                 1.2157,                 1.3975,                0.50239,                0.57778,                0.50418,                0.21794,                 2.1093,                 2.9424,                 2.0711,              0.0003863,              0.0003863,              0.0003863
                    165,                  1.345,                 1.1976,                 1.3992,                0.58965,                0.55556,                0.50393,                 0.2266,                 2.1445,                 2.5913,                 2.0866,              0.0003764,              0.0003764,              0.0003764
                    166,                 1.3747,                 1.2362,                 1.4249,                0.52567,                0.59116,                0.46395,                0.21145,                 2.2422,                 2.6826,                 2.1714,              0.0003665,              0.0003665,              0.0003665
                    167,                 1.3557,                 1.2044,                 1.3759,                0.51559,                0.62222,                 0.5136,                0.21881,                  2.133,                 2.7089,                 2.0851,              0.0003566,              0.0003566,              0.0003566
                    168,                 1.3191,                 1.1971,                 1.4091,                0.57818,                0.55556,                0.51959,                0.21776,                 2.1339,                 2.6192,                 2.0234,              0.0003467,              0.0003467,              0.0003467
                    169,                 1.3167,                 1.1842,                 1.3838,                0.63613,                0.53333,                0.50202,                0.23301,                 2.1635,                 2.6125,                 2.1021,              0.0003368,              0.0003368,              0.0003368
                    170,                 1.3442,                 1.1931,                 1.4159,                0.61831,                0.51111,                0.48702,                0.23112,                 2.2845,                  2.735,                 2.2728,              0.0003269,              0.0003269,              0.0003269
                    171,                   1.33,                   1.21,                 1.4249,                0.52873,                0.57349,                0.45439,                0.21277,                 2.2127,                 2.7071,                 2.2538,               0.000317,               0.000317,               0.000317
                    172,                 1.2972,                 1.2122,                 1.4097,                0.51339,                0.53933,                0.43136,                0.19624,                 2.2545,                 2.6434,                 2.2929,              0.0003071,              0.0003071,              0.0003071
                    173,                  1.397,                 1.2793,                 1.4898,                0.49603,                0.51111,                0.42673,                0.20489,                 2.2635,                   2.79,                 2.3286,              0.0002972,              0.0002972,              0.0002972
                    174,                 1.3445,                 1.1635,                 1.3761,                0.60082,                0.56872,                0.51606,                0.22771,                 2.1373,                 2.7546,                 2.1748,              0.0002873,              0.0002873,              0.0002873
                    175,                 1.3069,                 1.2014,                 1.4065,                0.62152,                0.53333,                0.51297,                0.23795,                    2.1,                 2.6728,                 2.0933,              0.0002774,              0.0002774,              0.0002774
                    176,                 1.3356,                 1.1721,                 1.3726,                0.58119,                0.51111,                0.48479,                0.24066,                 2.1756,                 2.9213,                 2.1339,              0.0002675,              0.0002675,              0.0002675
                    177,                 1.3466,                  1.201,                 1.4163,                0.61759,                0.51111,                0.48543,                0.22901,                 2.2683,                 2.8807,                 2.1756,              0.0002576,              0.0002576,              0.0002576
                    178,                 1.2637,                 1.1443,                  1.372,                0.58808,                    0.6,                0.50192,                0.24144,                 2.2737,                 2.8216,                 2.2002,              0.0002477,              0.0002477,              0.0002477
                    179,                 1.3217,                 1.1464,                 1.3897,                0.62435,                0.57778,                0.50309,                0.21899,                 2.1281,                 2.7866,                 2.1149,              0.0002378,              0.0002378,              0.0002378
                    180,                 1.3025,                 1.1778,                 1.3985,                0.60112,                0.53333,                0.47389,                0.21246,                  2.145,                  2.819,                 2.0814,              0.0002279,              0.0002279,              0.0002279
                    181,                 1.3022,                  1.121,                 1.3796,                 0.6441,                0.48889,                0.48404,                0.22346,                 2.2234,                  2.834,                 2.1496,               0.000218,               0.000218,               0.000218
                    182,                 1.2896,                 1.0616,                 1.3703,                0.68835,                0.51111,                0.50995,                0.23055,                 2.2233,                 2.6699,                 2.1378,              0.0002081,              0.0002081,              0.0002081
                    183,                 1.2767,                 1.0445,                 1.3559,                 0.5686,                0.62222,                0.52082,                0.22938,                 2.2158,                 2.5192,                 2.1477,              0.0001982,              0.0001982,              0.0001982
                    184,                 1.3371,                 1.2104,                 1.4199,                0.59184,                0.58004,                0.51942,                0.22235,                 2.1894,                 2.5535,                 2.1525,              0.0001883,              0.0001883,              0.0001883
                    185,                 1.2882,                 1.0877,                 1.4031,                0.67662,                0.51111,                 0.5051,                0.23181,                 2.1977,                 2.6396,                 2.1629,              0.0001784,              0.0001784,              0.0001784
                    186,                 1.2614,                 1.1124,                 1.3229,                0.65394,                0.53333,                0.51789,                0.23618,                 2.2058,                 2.6817,                 2.1585,              0.0001685,              0.0001685,              0.0001685
                    187,                 1.2315,                 1.0624,                   1.33,                0.68875,                0.53333,                0.52128,                0.24444,                 2.2326,                 2.6256,                   2.17,              0.0001586,              0.0001586,              0.0001586
                    188,                 1.2972,                 1.1549,                 1.4076,                0.68253,                0.55556,                0.52602,                 0.2388,                 2.2336,                 2.5583,                 2.2263,              0.0001487,              0.0001487,              0.0001487
                    189,                 1.2752,                 1.1012,                 1.3955,                0.58032,                    0.6,                0.52078,                0.23138,                 2.2193,                 2.6262,                 2.1321,              0.0001388,              0.0001388,              0.0001388
                    190,                 1.2054,                0.99387,                 1.3082,                0.57648,                0.57778,                0.52051,                0.23296,                 2.2573,                 2.7238,                 2.1776,              0.0001289,              0.0001289,              0.0001289
                    191,                 1.2236,                 1.0877,                 1.3471,                0.71968,                0.48889,                0.51071,                0.22589,                 2.2705,                 2.7991,                   2.19,               0.000119,               0.000119,               0.000119
                    192,                 1.2069,                 1.0873,                 1.3382,                 0.7291,                0.48889,                0.50866,                0.23029,                 2.2797,                 2.7724,                 2.2236,              0.0001091,              0.0001091,              0.0001091
                    193,                 1.1806,                 1.1312,                 1.3357,                0.54734,                0.53333,                0.49313,                0.22807,                 2.2896,                 2.7477,                 2.2331,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                 1.1799,                 1.0168,                  1.318,                0.57614,                0.55556,                0.49574,                 0.2275,                  2.342,                 2.6899,                 2.3088,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                 1.2173,                 1.0467,                 1.3624,                0.57511,                 0.6016,                0.51393,                0.22815,                  2.266,                 2.6597,                 2.1362,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                 1.1833,                 1.0567,                 1.3628,                0.56812,                    0.6,                0.52254,                0.23452,                  2.263,                 2.6765,                 2.1089,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                 1.0961,                0.92622,                 1.2334,                0.56739,                0.53333,                0.50904,                0.22646,                 2.3113,                 2.7483,                 2.1675,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                 1.1239,                 1.0296,                 1.2387,                0.56198,                0.57778,                 0.5071,                0.21717,                 2.2988,                  2.825,                 2.1792,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                 1.1505,                 0.9339,                 1.2897,                0.56981,                0.62222,                0.50561,                0.21668,                 2.3191,                 2.8806,                 2.1898,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                 1.0699,                0.90904,                 1.2538,                0.58562,                0.62222,                0.51329,                0.21808,                 2.3208,                 2.8465,                  2.223,               2.99e-05,               2.99e-05,               2.99e-05
