                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.92127,                0.65303,                 1.1347,                0.43666,                0.41276,                0.34566,                0.15851,                 2.0894,                 1.8765,                 2.3505,               0.000515,               0.000515,               0.000515
                    152,                 1.0048,                0.70763,                 1.1316,                0.50776,                0.37513,                0.35538,                0.15491,                  2.142,                 1.9913,                 2.3789,              0.0005051,              0.0005051,              0.0005051
                    153,                0.99248,                0.75531,                 1.1605,                0.48094,                0.36364,                0.36955,                0.16768,                 2.1647,                 2.0136,                 2.4157,              0.0004952,              0.0004952,              0.0004952
                    154,                 0.9599,                0.70199,                 1.1526,                0.40119,                0.45455,                  0.391,                0.17711,                   2.14,                 1.9699,                 2.4056,              0.0004853,              0.0004853,              0.0004853
                    155,                0.97928,                0.65986,                 1.1485,                0.44753,                0.41558,                0.38428,                0.17791,                 2.1542,                 1.9162,                 2.4309,              0.0004754,              0.0004754,              0.0004754
                    156,                0.94332,                 0.6183,                 1.1018,                0.50817,                0.42857,                0.40275,                0.18474,                 2.1739,                 1.8387,                 2.4623,              0.0004655,              0.0004655,              0.0004655
                    157,                0.92629,                0.64218,                 1.1031,                0.45692,                0.48052,                0.42535,                0.18449,                 2.1903,                 1.8015,                 2.5324,              0.0004556,              0.0004556,              0.0004556
                    158,                0.87915,                0.62277,                 1.0897,                0.45692,                0.48052,                0.42535,                0.18449,                 2.1903,                 1.8015,                 2.5324,              0.0004457,              0.0004457,              0.0004457
                    159,                0.96037,                0.62357,                 1.0901,                0.44902,                 0.4869,                0.42655,                0.18924,                 2.2523,                 1.8192,                 2.6173,              0.0004358,              0.0004358,              0.0004358
                    160,                0.84306,                0.58345,                 1.0854,                0.47133,                0.50649,                0.42744,                0.19374,                 2.2782,                 1.8444,                  2.623,              0.0004259,              0.0004259,              0.0004259
                    161,                0.87652,                 0.6436,                  1.113,                0.43666,                0.51343,                0.41811,                 0.1867,                 2.2352,                 1.8228,                   2.58,               0.000416,               0.000416,               0.000416
                    162,                0.85258,                0.58519,                 1.0691,                0.54669,                 0.4699,                0.44163,                0.20057,                 2.1744,                 1.8373,                 2.4979,              0.0004061,              0.0004061,              0.0004061
                    163,                0.86457,                0.58961,                  1.104,                0.59728,                0.44156,                0.43682,                0.19838,                 2.1145,                 1.8342,                 2.4415,              0.0003962,              0.0003962,              0.0003962
                    164,                0.82226,                 0.5597,                 1.0645,                 0.4978,                0.47635,                0.41983,                0.19714,                 2.0846,                 1.8127,                 2.3999,              0.0003863,              0.0003863,              0.0003863
                    165,                0.93364,                0.66932,                 1.1368,                0.45388,                0.51948,                0.42888,                0.18848,                 2.1225,                 1.8309,                 2.4116,              0.0003764,              0.0003764,              0.0003764
                    166,                0.87684,                 0.5853,                  1.136,                0.45388,                0.51948,                0.42888,                0.18848,                 2.1225,                 1.8309,                 2.4116,              0.0003665,              0.0003665,              0.0003665
                    167,                0.86889,                 0.6229,                 1.0766,                0.47911,                0.46753,                0.40537,                0.17585,                 2.1196,                 1.8596,                 2.4195,              0.0003566,              0.0003566,              0.0003566
                    168,                0.88629,                0.63142,                 1.0854,                0.53445,                0.46223,                0.38148,                 0.1719,                 2.0988,                 1.9327,                 2.4075,              0.0003467,              0.0003467,              0.0003467
                    169,                0.88019,                0.65022,                 1.1358,                   0.53,                0.42857,                0.35552,                0.16468,                 2.1009,                 1.9752,                 2.3976,              0.0003368,              0.0003368,              0.0003368
                    170,                0.85214,                0.57004,                 1.0504,                0.52861,                0.38961,                0.35121,                0.16006,                  2.152,                 2.0726,                 2.4349,              0.0003269,              0.0003269,              0.0003269
                    171,                0.87283,                0.61317,                 1.0892,                0.52638,                0.38961,                0.33417,                0.15351,                 2.2203,                 2.0665,                 2.5045,               0.000317,               0.000317,               0.000317
                    172,                0.81743,                0.62293,                 1.1259,                0.49208,                0.38961,                0.34624,                0.15265,                 2.2366,                 2.0362,                 2.5408,              0.0003071,              0.0003071,              0.0003071
                    173,                0.84665,                0.58528,                 1.0869,                0.46978,                0.44156,                0.35028,                0.15327,                 2.2676,                 1.9979,                 2.5922,              0.0002972,              0.0002972,              0.0002972
                    174,                0.82735,                 0.5795,                 1.0964,                0.46978,                0.44156,                0.35028,                0.15327,                 2.2676,                 1.9979,                 2.5922,              0.0002873,              0.0002873,              0.0002873
                    175,                0.78507,                0.54912,                 1.0379,                0.50832,                0.41558,                0.36149,                0.15571,                 2.2684,                 1.9615,                 2.6347,              0.0002774,              0.0002774,              0.0002774
                    176,                0.75892,                0.55327,                 1.0563,                 0.4802,                0.41558,                0.36819,                0.16651,                 2.2432,                 1.9534,                 2.6206,              0.0002675,              0.0002675,              0.0002675
                    177,                0.85764,                0.62767,                 1.0855,                0.55513,                0.42857,                0.39247,                0.17042,                 2.2165,                 1.9125,                 2.6205,              0.0002576,              0.0002576,              0.0002576
                    178,                  0.776,                0.57085,                 1.0511,                0.51997,                0.45021,                0.41448,                0.17418,                 2.2262,                 1.9152,                 2.6681,              0.0002477,              0.0002477,              0.0002477
                    179,                0.77723,                 0.5314,                  1.037,                0.50833,                0.44156,                0.41748,                0.17731,                 2.2071,                 1.9168,                 2.6581,              0.0002378,              0.0002378,              0.0002378
                    180,                0.78339,                0.54216,                 1.0517,                 0.5413,                0.45455,                0.42621,                0.18408,                 2.2185,                 1.9496,                 2.6385,              0.0002279,              0.0002279,              0.0002279
                    181,                0.75594,                0.53989,                 1.0326,                0.51566,                0.45455,                0.42125,                0.18902,                 2.1745,                 2.0081,                  2.566,               0.000218,               0.000218,               0.000218
                    182,                0.77128,                0.54512,                 1.0509,                0.51566,                0.45455,                0.42125,                0.18902,                 2.1745,                 2.0081,                  2.566,              0.0002081,              0.0002081,              0.0002081
                    183,                0.78292,                0.56632,                  1.061,                0.51278,                0.42857,                0.40916,                0.18879,                 2.1894,                 2.0073,                 2.5967,              0.0001982,              0.0001982,              0.0001982
                    184,                0.72445,                 0.5451,                 1.0555,                 0.5174,                0.45455,                0.41698,                 0.1837,                 2.2136,                 2.0548,                 2.6272,              0.0001883,              0.0001883,              0.0001883
                    185,                0.72321,                0.54055,                  1.011,                0.51541,                0.44156,                0.40601,                0.18804,                 2.2151,                 2.0545,                 2.6487,              0.0001784,              0.0001784,              0.0001784
                    186,                0.70783,                0.50674,                0.99986,                0.50445,                0.45455,                0.39678,                0.18351,                 2.2037,                 2.0406,                 2.6495,              0.0001685,              0.0001685,              0.0001685
                    187,                0.82189,                0.62008,                 1.1243,                0.49073,                0.44156,                0.37649,                0.17174,                 2.2188,                 2.1076,                 2.6641,              0.0001586,              0.0001586,              0.0001586
                    188,                0.69191,                0.51247,                 1.0106,                0.47044,                 0.4269,                0.36887,                0.16391,                 2.2181,                 2.1359,                 2.6563,              0.0001487,              0.0001487,              0.0001487
                    189,                0.71009,                0.53045,                  1.042,                0.45922,                0.42857,                  0.361,                0.16379,                 2.2206,                 2.1389,                 2.6564,              0.0001388,              0.0001388,              0.0001388
                    190,                0.75356,                0.55297,                  1.039,                0.45922,                0.42857,                  0.361,                0.16379,                 2.2206,                 2.1389,                 2.6564,              0.0001289,              0.0001289,              0.0001289
                    191,                0.75042,                0.53587,                 1.0484,                0.45527,                0.41249,                 0.3602,                0.17148,                 2.2211,                 2.1335,                 2.6661,               0.000119,               0.000119,               0.000119
                    192,                0.66333,                0.47697,                0.99669,                0.47255,                0.41558,                0.35685,                0.17023,                 2.1946,                 2.1685,                 2.6338,              0.0001091,              0.0001091,              0.0001091
                    193,                0.68779,                0.49299,                0.98024,                0.45132,                0.41664,                0.35869,                0.16587,                 2.2127,                 2.1807,                 2.6414,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.63339,                0.46674,                0.97045,                 0.4487,                0.41558,                0.35321,                0.16557,                 2.2293,                 2.1499,                 2.6628,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.61833,                0.46183,                0.94863,                 0.4477,                0.41558,                0.35325,                0.16578,                 2.2167,                 2.1338,                 2.6337,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.69627,                0.53521,                0.96204,                0.47286,                0.41558,                0.35923,                0.16643,                 2.2323,                 2.0924,                 2.6471,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.63207,                0.46904,                0.98518,                0.47997,                0.40759,                0.35565,                0.16936,                 2.2497,                 2.0737,                 2.6581,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.78652,                0.59583,                 1.1346,                0.47997,                0.40759,                0.35565,                0.16936,                 2.2497,                 2.0737,                 2.6581,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.62772,                0.49727,                0.95187,                0.48415,                0.41558,                  0.357,                0.16733,                 2.2544,                 2.0816,                  2.658,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.63438,                0.46641,                0.96806,                0.45922,                0.41558,                0.36216,                0.16822,                 2.2489,                 2.0766,                 2.6585,               2.99e-05,               2.99e-05,               2.99e-05
